from_station_id,from_station_name,to_station_id,to_station_name,line,travel_time_seconds
940GZZLUVIC,Victoria Station,940GZZLUGPK,Green Park Station,VIC,60
940GZZLUVIC,Victoria Station,940GZZLUPCO,Pimlico Station,VIC,60
940GZZLUVIC,Victoria Station,940GZZLUSJP,St James's Park Station,CIR,60
940GZZLUVIC,Victoria Station,940GZZLUSJP,St James's Park Station,DIS,60
940GZZLUVIC,Victoria Station,940GZZLUSSQ,Sloane Square,CIR,60
940GZZLUVIC,Victoria Station,940GZZLUSSQ,Sloane Square,DIS,60
940GZZLUVXL,Vauxhall,940GZZLUPCO,Pimlico Station,VIC,60
940GZZLUVXL,Vauxhall,940GZZLUSKW,Stockwell Station,VIC,60
940GZZLUWAF,Watford Underground Station,940GZZLUCXY,Croxley,MET,120
940GZZLUWBN,West Brompton Station,940GZZLUECT,Earl's Court Station,DIS,120
940GZZLUWBN,West Brompton Station,940GZZLUFBY,Fulham Broadway Station,DIS,120
940GZZLUWCY,White City,940GZZLUEAN,East Acton Station,CEN,120
940GZZLUWCY,White City,940GZZLUSBC,Shepherd's Bush (Central Line),CEN,120
940GZZLUWFN,West Finchley Station,940GZZLUFYC,Finchley Central Station,NTN,60
940GZZLUWFN,West Finchley Station,940GZZLUWOP,Woodside Park,NTN,60
940GZZLUWHM,West Ham Station,940GZZLUBBB,Bromley-By-Bow,CIR,120
940GZZLUWHM,West Ham Station,940GZZLUBBB,Bromley-By-Bow,DIS,120
940GZZLUWHM,West Ham Station,940GZZLUBBB,Bromley-By-Bow,HAM,120
940GZZLUWHM,West Ham Station,940GZZLUCGT,Canning Town,JUB,120
940GZZLUWHM,West Ham Station,940GZZLUPLW,Plaistow,CIR,60
940GZZLUWHM,West Ham Station,940GZZLUPLW,Plaistow,DIS,60
940GZZLUWHM,West Ham Station,940GZZLUPLW,Plaistow,HAM,60
940GZZLUWHM,West Ham Station,940GZZLUSTD,Stratford Station,JUB,120
940GZZLUWHP,West Hampstead Underground Station,940GZZLUFYR,Finchley Road Station,JUB,60
940GZZLUWHP,West Hampstead Underground Station,940GZZLUKBN,Kilburn Station,JUB,60
940GZZLUWHW,West Harrow Station,940GZZLUHOH,Harrow-on-the-Hill Station,MET,120
940GZZLUWHW,West Harrow Station,940GZZLURYL,Rayners Lane Station,MET,120
940GZZLUWIG,Willesden Green Station,940GZZLUDOH,Dollis Hill Station,JUB,60
940GZZLUWIG,Willesden Green Station,940GZZLUFYR,Finchley Road Station,MET,210
940GZZLUWIG,Willesden Green Station,940GZZLUKBN,Kilburn Station,JUB,60
940GZZLUWIM,Wimbledon Station,940GZZLUWIP,Wimbledon Park,DIS,120
940GZZLUWIP,Wimbledon Park,940GZZLUSFS,Southfields Station,DIS,120
940GZZLUWIP,Wimbledon Park,940GZZLUWIM,Wimbledon Station,DIS,180
940GZZLUWJN,Willesden Junction Station,940GZZLUHSN,Harlesden Station,BAK,120
940GZZLUWJN,Willesden Junction Station,940GZZLUKSL,Kensal Green Station,BAK,120
940GZZLUWKA,Warwick Avenue,940GZZLUMVL,Maida Vale Station,BAK,60
940GZZLUWKA,Warwick Avenue,940GZZLUPAC,Paddington Underground Station,BAK,60
940GZZLUWKN,West Kensington,940GZZLUBSC,Barons Court,CIR,120
940GZZLUWKN,West Kensington,940GZZLUBSC,Barons Court,DIS,60
940GZZLUWKN,West Kensington,940GZZLUECT,Earl's Court Station,CIR,180
940GZZLUWKN,West Kensington,940GZZLUECT,Earl's Court Station,DIS,120
940GZZLUWLA,Wood Lane,940GZZLULRD,Latimer Road,CIR,60
940GZZLUWLA,Wood Lane,940GZZLULRD,Latimer Road,HAM,60
940GZZLUWLA,Wood Lane,940GZZLUSBM,Shepherd's Bush Market,CIR,60
940GZZLUWLA,Wood Lane,940GZZLUSBM,Shepherd's Bush Market,HAM,60
940GZZLUWLO,Waterloo Station,940GZZLUBNK,Bank,WAC,240
940GZZLUWLO,Waterloo Station,940GZZLUEMB,Embankment,BAK,60
940GZZLUWLO,Waterloo Station,940GZZLUEMB,Embankment,NTN,60
940GZZLUWLO,Waterloo Station,940GZZLUKNG,Kennington Station,NTN,120
940GZZLUWLO,Waterloo Station,940GZZLULBN,Lambeth North,BAK,60
940GZZLUWLO,Waterloo Station,940GZZLUSWK,Southwark Station,JUB,60
940GZZLUWLO,Waterloo Station,940GZZLUWSM,Westminster Station,JUB,60
940GZZLUWOF,Woodford,940GZZLUBKH,Buckhurst Hill,CEN,120
940GZZLUWOF,Woodford,940GZZLURVY,Roding Valley,CEN,120
940GZZLUWOF,Woodford,940GZZLUSWF,South Woodford,CEN,60
940GZZLUWOG,Wood Green Station,940GZZLUBDS,Bounds Green,PIC,120
940GZZLUWOG,Wood Green Station,940GZZLUTPN,Turnpike Lane Station,PIC,60
940GZZLUWOP,Woodside Park,940GZZLUTAW,Totteridge & Whetstone Station,NTN,60
940GZZLUWOP,Woodside Park,940GZZLUWFN,West Finchley Station,NTN,60
940GZZLUWPL,Whitechapel Station,940GZZLUADE,Aldgate East,CIR,120
940GZZLUWPL,Whitechapel Station,940GZZLUADE,Aldgate East,DIS,120
940GZZLUWPL,Whitechapel Station,940GZZLUADE,Aldgate East,HAM,120
940GZZLUWPL,Whitechapel Station,940GZZLUSGN,Stepney Green Station,CIR,120
940GZZLUWPL,Whitechapel Station,940GZZLUSGN,Stepney Green Station,DIS,120
940GZZLUWPL,Whitechapel Station,940GZZLUSGN,Stepney Green Station,HAM,120
940GZZLUWRP,West Ruislip,940GZZLURSG,Ruislip Gardens,CEN,120
940GZZLUWRR,Warren Street Station,940GZZLUEUS,Euston Station,NTN,60
940GZZLUWRR,Warren Street Station,940GZZLUEUS,Euston Station,VIC,60
940GZZLUWRR,Warren Street Station,940GZZLUGDG,Goodge Street Station,NTN,60
940GZZLUWRR,Warren Street Station,940GZZLUOXC,Oxford Circus Station,VIC,60
940GZZLUWSD,Wanstead Station,940GZZLULYS,Leytonstone Station,CEN,120
940GZZLUWSD,Wanstead Station,940GZZLURBG,Redbridge Station,CEN,60
940GZZLUWSM,Westminster Station,940GZZLUEMB,Embankment,CIR,60
940GZZLUWSM,Westminster Station,940GZZLUEMB,Embankment,DIS,60
940GZZLUWSM,Westminster Station,940GZZLUGPK,Green Park Station,JUB,120
940GZZLUWSM,Westminster Station,940GZZLUSJP,St James's Park Station,CIR,60
940GZZLUWSM,Westminster Station,940GZZLUSJP,St James's Park Station,DIS,60
940GZZLUWSM,Westminster Station,940GZZLUWLO,Waterloo Station,JUB,60
940GZZLUWSP,Westbourne Park Station,940GZZLULAD,Ladbroke Grove,CIR,60
940GZZLUWSP,Westbourne Park Station,940GZZLULAD,Ladbroke Grove,HAM,60
940GZZLUWSP,Westbourne Park Station,940GZZLURYO,Royal Oak,CIR,120
940GZZLUWSP,Westbourne Park Station,940GZZLURYO,Royal Oak,HAM,120
940GZZLUWTA,West Acton,940GZZLUEBY,Ealing Broadway Station,CEN,120
940GZZLUWTA,West Acton,940GZZLUNAN,North Acton Station,CEN,120
940GZZLUWWL,Walthamstow Central Station,940GZZLUBLR,Blackhorse Road Station,VIC,120
940GZZLUWYC,Wembley Central Station,940GZZLUNWY,North Wembley Station,BAK,120
940GZZLUWYC,Wembley Central Station,940GZZLUSGP,Stonebridge Park Station,BAK,120
940GZZLUWYP,Wembley Park Station,940GZZLUFYR,Finchley Road Station,MET,165
940GZZLUWYP,Wembley Park Station,940GZZLUKBY,Kingsbury Station,JUB,180
940GZZLUWYP,Wembley Park Station,940GZZLUNDN,Neasden Station,JUB,120
940GZZLUWYP,Wembley Park Station,940GZZLUPRD,Preston Road Station,MET,100
940GZZLUWYP,Wembley Park Station,940GZZLUWIG,Willesden Green Station,MET,210
940GZZNEUGST,Nine Elms Underground Station,940GZZBPSUST,Battersea Power Station Underground Station,NTN,120
940GZZNEUGST,Nine Elms Underground Station,940GZZLUKNG,Kennington Station,NTN,60
